market_ids,product_ids,shares,prices,x_0,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7
1,1,0.013006612,-0.400805609,-0.323119904,0.187221736,-1.254774375,-0.234921037,0.035051978,1.574458731,-0.060495069,0.405442575,0.104406472
1,2,0.054697321,1.103911057,-0.629926686,0.972821787,1.769048778,1.720969192,0.946382228,3.129533578,-0.612806404,-1.114371034,0.396807629
1,3,0.170525234,1.266430347,1.850512281,-0.067934825,-0.08049495,0.00546841,0.00461514,0.006479437,-0.125714228,-0.148956894,3.424395703
1,4,0.14280758,-1.122588431,-3.21683974,0.286987871,0.3765312,0.108059887,0.082362038,0.141775745,-0.923193987,-1.211240527,10.34805791
1,5,0.034685527,0.806717991,0.327691432,-0.071341155,0.207853934,-0.01482854,0.00508956,0.043203258,-0.023377885,0.068111953,0.107381675
1,6,0.045583483,-0.713411996,-1.39191249,-0.977792472,-0.755405419,0.738629731,0.956078117,0.570637347,1.361001554,1.051458238,1.937420381
1,7,0.002750959,-1.719474222,-0.955956194,-1.064086882,0.201978496,-0.214922668,1.132280892,0.040795313,1.017220446,-0.193082594,0.913852245
1,8,0.01365815,-1.641287378,-1.779023441,-1.714922853,0.296802158,-0.508992804,2.940960393,0.088091521,3.050887956,-0.528017997,3.164924404
1,9,0.035181434,0.95102045,1.061605736,-0.392466647,0.552370639,-0.216787053,0.154030069,0.305113323,-0.416644844,0.586399839,1.127006739
1,10,0.011232719,-0.29481924,-0.738902682,0.718397036,-0.175640481,-0.126179601,0.516094302,0.030849579,-0.530825497,0.129781223,0.545977173
1,11,0.008141394,-0.585368805,-0.476405434,-0.36495058,-0.127574429,0.046558362,0.133188926,0.016275235,0.173864439,0.060777151,0.226962138
1,12,0.014935266,0.594906862,0.177205117,0.216998955,0.96776292,0.210003542,0.047088546,0.936565069,0.038453325,0.171492542,0.031401654
1,13,0.112106349,-0.387346165,1.37440303,-0.620461714,-1.248936931,0.774917549,0.384972739,1.559843457,-0.85276446,-1.716542702,1.888983689
1,14,0.022972933,0.574288632,0.83326058,0.010087708,-0.15492209,-0.001562809,0.000101762,0.024000854,0.008405689,-0.129090471,0.694323194
1,15,0.117265962,1.691172945,0.630466443,0.209645037,0.624535031,0.13093067,0.043951042,0.390044004,0.132174161,0.393748379,0.397487936
1,16,0.016761478,-1.003406395,-0.284221895,-1.823548996,-1.46625807,2.67379343,3.32533094,2.149912727,0.518292552,0.416742648,0.080782086
1,17,0.013961792,0.424730818,0.91220667,0.560963534,0.043617763,0.024467975,0.314680086,0.001902509,0.511714677,0.039788415,0.832121008
1,18,0.002460061,-2.414027842,-1.121772313,-1.568883769,-0.37575972,0.589523325,2.461396281,0.141195367,1.759930375,0.42151685,1.258373123
1,19,0.019942883,-0.605682334,0.839783479,-1.315760473,0.381852669,-0.502426648,1.731225621,0.145811461,-1.104953907,0.320673563,0.705236291
1,20,0.005918345,-0.165045403,0.413876358,0.167087872,0.304370267,0.05085658,0.027918357,0.09264126,0.06915372,0.125971658,0.171293639
1,21,0.046004545,-0.690971556,0.74355058,-1.422765566,-1.42671798,2.029885215,2.024261857,2.035524196,-1.057898162,-1.060836981,0.552867465
1,22,0.053438455,-2.294581857,-3.505803012,1.050428159,-1.049490855,-1.102414746,1.103399317,1.101431054,-3.682594204,3.6793082,12.29065476
1,23,0.015898737,-0.862319678,-1.38432558,-0.0555698,-0.263858414,0.014662559,0.003088003,0.069621263,0.076926695,0.365265952,1.916357311
1,24,0.011690526,0.259349558,0.877954753,0.119762855,0.499129545,0.059777179,0.014343141,0.249130302,0.105146367,0.438213156,0.770804548
1,25,0.003479468,-1.071123819,-0.793419496,-0.068984548,0.29432776,-0.020304067,0.004758868,0.08662883,0.054733685,-0.233525383,0.629514497
2,1,0.026551701,-0.835889043,-1.744063293,0.594287086,-0.998776313,-0.593559864,0.353177141,0.997554123,-1.036474292,1.741929105,3.041756769
2,2,0.006425484,-1.384089642,-1.693122382,0.599035221,-0.194161923,-0.116309831,0.358843196,0.037698852,-1.014239941,0.328739898,2.866663401
2,3,0.030872061,-0.8640719,1.401085646,-1.255176688,-0.517851157,0.6499947,1.575468517,0.268169821,-1.75861004,-0.725553823,1.963040987
2,4,0.012292667,1.451395534,0.733000475,0.800424463,2.027640142,1.622972773,0.640679322,4.111324546,0.586711512,1.486261188,0.537289697
2,5,0.034960591,-0.071702108,-1.288976538,0.981870722,-0.853041899,-0.837576866,0.964070116,0.727680481,-1.265608325,1.099550994,1.661460515
2,6,0.013050492,-2.958708976,-2.697568979,-0.048501615,-1.436929365,0.069693396,0.002352407,2.064766001,0.130836453,3.876216081,7.276878397
2,7,0.030518353,-0.840031607,1.457756287,-1.435086349,-0.083501026,0.119831182,2.059472828,0.006972421,-2.092006147,-0.121724145,2.125053392
2,8,0.008497275,-1.996899425,-1.901015146,0.13490073,-1.267838555,-0.171032347,0.018198207,1.607414602,-0.256448332,2.410180296,3.613858583
2,9,0.002506557,-0.942798366,0.496966013,-0.302565177,-0.179315308,0.054254568,0.091545686,0.03215398,-0.150364609,-0.089113614,0.246975218
2,10,0.201898617,0.714331893,-1.928846106,0.918470779,0.776190955,0.712908711,0.843588572,0.602472399,-1.771588786,-1.497152902,3.720447301
2,11,0.013388243,-2.374084874,-2.457626585,0.495197155,-1.48263641,-0.734197332,0.245220222,2.198210724,-1.217009693,3.643766656,6.039928429
2,12,0.007553777,0.538437908,0.76220171,-0.202794919,0.472935346,-0.095908885,0.041125779,0.223667841,-0.154570634,0.360472129,0.580951446
2,13,0.026238592,-1.66889132,-1.890043838,-1.877267098,-0.477391537,0.896191424,3.524131757,0.227902679,3.548117111,0.902290932,3.57226571
2,14,0.161243828,1.728849477,-0.699565187,0.898960273,1.626333322,1.462009048,0.808129573,2.644960073,-0.628881312,-1.137726174,0.489391451
2,15,0.003349692,-1.288682644,0.037412595,-1.875514606,-0.08939237,0.167656695,3.517555036,0.007990996,-0.070167868,-0.0033444,0.001399702
2,16,0.015860763,0.558920503,-0.606224866,1.55757216,0.326586205,0.508681581,2.426031033,0.106658549,-0.944238974,-0.197984679,0.367508588
2,17,0.026291597,0.703643437,0.153523616,-0.105268701,-0.282667372,0.029756027,0.011081499,0.079900843,-0.016161232,-0.043396117,0.023569501
2,18,0.07516383,0.994373711,2.518242372,0.115501794,0.580965423,0.067102549,0.013340664,0.337520823,0.290861512,1.463011745,6.341544646
2,19,0.008706556,1.10592569,1.109711788,0.631684744,0.935864904,0.591171582,0.399025615,0.875843118,0.700988007,1.038540316,1.231460253
2,20,0.006342192,-2.036007114,-1.223921296,-1.755296306,-1.099610332,1.930141954,3.081065122,1.209142882,2.14834453,1.345836503,1.497983339
2,21,0.148827835,2.080355634,2.884083789,1.45128198,0.080693539,0.117109079,2.106219387,0.006511447,4.185618833,0.232726927,8.317939301
2,22,0.115080243,1.126221811,2.692936054,-0.62820721,1.329589191,-0.835257516,0.394644298,1.767807418,-1.691721845,3.580498671,7.251904592
2,23,0.00619023,0.48187649,0.688472704,-0.405823781,0.940835469,-0.381813407,0.164692941,0.885171379,-0.279398596,0.647739539,0.473994664
2,24,0.00401968,-2.051616145,-0.1615448,-1.603946709,-1.273354753,2.042393165,2.572645045,1.621432327,0.259109251,0.205703839,0.026096723
2,25,0.00763174,-0.334293593,-1.30372736,0.863640303,1.244620438,1.074904372,0.745874572,1.549080036,-1.125951492,-1.622645719,1.69970503
3,1,0.02265203,0.705746179,1.759971957,0.203251921,-1.531258196,-0.311231169,0.041311343,2.344751663,0.35771768,-2.694971484,3.097501289
3,2,0.404651424,2.726963864,3.457426547,0.595291442,-0.52500992,-0.312533913,0.354371901,0.275635417,2.058176436,-1.815183236,11.95379833
3,3,0.005249373,-0.427257186,-0.477775195,0.338222616,0.363576321,0.122969734,0.114394538,0.132187741,-0.161594377,-0.173707748,0.228269137
3,4,0.01344057,-0.661626497,1.11277131,-1.43478449,-0.954262092,1.369160449,2.058606532,0.91061614,-1.596587016,-1.061875478,1.238259989
3,5,0.213729396,1.760020598,-0.915858488,0.436900166,2.369706724,1.035325262,0.190881755,5.615509957,-0.400138726,-2.170316018,0.838796771
3,6,0.004715793,-1.797993619,-1.132630611,-1.109808563,-0.022357786,0.024812863,1.231675047,0.000499871,1.257003151,0.025323113,1.282852102
3,7,0.043643407,-0.283588361,-0.953408268,-1.002170013,-0.380733236,0.381559432,1.004344736,0.144957797,0.955477176,0.362994215,0.908987325
3,8,0.011819889,-0.788557765,-1.015829854,-1.404025242,1.065908774,-1.496562824,1.971286879,1.136161514,1.426250756,-1.082781954,1.031910293
3,9,0.022320501,0.463604797,0.3200716,-1.340726184,0.179263265,-0.240342953,1.7975467,0.032135318,-0.429128375,0.05737708,0.102445829
3,10,0.009522905,-0.353690717,-0.68315757,1.176672632,-0.76260445,-0.897335785,1.384558483,0.581565547,-0.803852816,0.520979003,0.466704266
3,11,0.014240914,-0.075334088,-0.847464587,0.365247021,0.678674955,0.247884006,0.133405387,0.460599694,-0.309533916,-0.57515299,0.718196226
3,12,0.009232749,0.56960726,0.235221474,0.508620947,0.531679303,0.270423231,0.258695268,0.282682881,0.119638569,0.125062389,0.055329142
3,13,0.002605613,-3.226641417,-1.077702686,-3.152685218,0.078552332,-0.247650776,9.939424082,0.006170469,3.397657326,-0.084656059,1.161443079
3,14,0.017350237,0.962963024,-0.394022385,1.860120652,1.083825039,2.01604534,3.460048842,1.174676716,-0.732929175,-0.427051327,0.15525364
3,15,0.010350145,-0.576935854,-0.622556866,-1.628252498,1.020085503,-1.660956769,2.651206196,1.040574434,1.013679772,-0.635061234,0.387577051
3,16,0.024010086,-1.180895006,1.404383122,0.118901635,-2.010765352,-0.239083289,0.014137599,4.043177299,0.16698345,-2.823884922,1.972291953
3,17,0.061608542,0.453000628,-1.172455585,1.326720741,-0.244821405,-0.324809636,1.760187925,0.059937521,-1.555521142,0.287042224,1.374652098
3,18,0.003725317,-0.348214112,0.917476089,-1.642236728,1.201480631,-1.97311562,2.69694147,1.443555707,-1.50671293,1.10232975,0.841762373
3,19,0.003588105,-0.723510241,-0.655536515,1.728385651,-0.724862142,-1.252841325,2.987316958,0.525425125,-1.133019906,0.475173602,0.429728122
3,20,0.008152292,0.711413026,0.983635504,-1.09864993,1.311322958,-1.440684875,1.207031668,1.719567899,-1.080671078,1.289863819,0.967538806
3,21,0.0603472,-2.53549174,-3.027216495,-0.706281497,-0.614988316,0.434354868,0.498833552,0.378210628,2.138066997,1.861702774,9.164039709
3,22,0.010406059,-0.113353036,-0.740814604,-0.48803983,1.674377023,-0.817162677,0.238182875,2.803538417,0.361547033,-1.240402952,0.548806278
3,23,0.003163636,-0.742922594,0.866635446,-0.124483341,-0.289560148,0.036045415,0.015496102,0.083845079,-0.107881676,-0.250943088,0.751056996
3,24,0.002686003,-0.096716202,0.113069823,1.223751793,0.215801467,0.264087433,1.497568452,0.046570273,0.138369399,0.024400634,0.012784785
3,25,0.008791144,0.040567546,0.857848448,-0.706409702,-0.808370801,0.571040977,0.499014667,0.653463352,-0.605992467,-0.693459637,0.73590396
4,1,0.02453759,1.039392351,0.880146213,-0.477827337,0.20134747,-0.096209325,0.228318964,0.040540804,-0.420557921,0.177215213,0.774657356
4,2,0.012610829,0.685835151,1.337048188,0.398334406,0.486534317,0.193803358,0.158670299,0.236715642,0.532592296,0.650519827,1.787697857
4,3,0.142624806,1.898096411,-0.287694439,0.755696113,1.563792873,1.181752196,0.571076616,2.445448148,-0.217409569,-0.449894512,0.08276809
4,4,0.02278128,-1.668217936,0.646560399,-0.324082502,-2.007634986,0.650639369,0.105029468,4.030598238,-0.209538912,-1.298057278,0.41804035
4,5,0.022750405,-2.02275409,-2.252969464,-0.855921969,-1.212360575,1.03768605,0.732602417,1.469818163,1.928366059,2.731411354,5.075871405
4,6,0.010887563,-2.454068304,-2.611007142,0.012842057,-0.618377299,-0.007941237,0.000164918,0.382390484,-0.033530704,1.614587544,6.817358295
4,7,0.007069277,-0.207514065,-0.878461464,1.806058273,-0.431140514,-0.778664891,3.261846485,0.185882142,-1.586552595,0.378740327,0.771694544
4,8,0.011954663,-0.845589596,-1.170939155,-0.834817005,-0.021472728,0.017925798,0.696919432,0.000461078,0.977519918,0.025143258,1.371098504
4,9,0.014455919,-0.136770492,-0.295520484,-1.842902547,0.576617758,-1.062650334,3.396289799,0.332488038,0.544615453,-0.170402359,0.087332357
4,10,0.027706311,1.56397494,0.676724042,0.608253956,1.055791197,0.642189172,0.369972875,1.114695051,0.411620075,0.714479286,0.457955429
4,11,0.027654805,-0.237621135,-1.184880473,0.512951113,-0.864301581,-0.443344458,0.263118845,0.747017223,-0.607785758,1.024094066,1.403941735
4,12,0.068119624,0.594446948,-1.079924009,0.298094056,0.356577537,0.106293644,0.088860066,0.12714754,-0.321918928,-0.385076643,1.166235865
4,13,0.007777521,0.18744902,0.821896977,-0.436025768,0.401620095,-0.17511671,0.19011847,0.161298701,-0.358368261,0.330090342,0.675514641
4,14,0.004467249,-0.248803384,0.595988242,0.896752944,-0.828441529,-0.742907381,0.804165843,0.686315368,0.534454211,-0.493741411,0.355201985
4,15,0.078556745,-0.13062069,-2.173301299,0.954354239,0.270602394,0.258250542,0.910792014,0.073225656,-2.074099308,-0.588100534,4.723238536
4,16,0.011603728,1.274998468,0.948548878,1.075512115,0.732007479,0.787282912,1.15672631,0.535834949,1.020175811,0.694344873,0.899744975
4,17,0.006097749,-0.026292258,-0.777293514,-0.08104057,2.071332245,-0.167861946,0.006567574,4.29041727,0.06299231,-1.610033119,0.604185206
4,18,0.014792967,-1.138907056,-1.523097544,0.217614634,-1.306576713,-0.284330214,0.047356129,1.707142708,-0.331448315,1.990043783,2.319826129
4,19,0.2115922,2.219274072,2.45141512,2.178483517,-1.186181951,-2.584077828,4.745790435,1.407027621,5.340367434,-2.90782437,6.009436093
4,20,0.087493629,-0.418801744,1.69930995,-0.850727775,-0.193706445,0.164791453,0.723737747,0.037522187,-1.445650172,-0.329167289,2.887654307
4,21,0.012533484,-1.231709835,-1.600832728,-1.704981074,0.884045641,-1.507281087,2.906960464,0.781536696,2.729389505,-1.415209196,2.562665424
4,22,0.023955629,0.777445115,1.168011089,-0.002781919,-0.632783335,0.001760352,7.74E-06,0.400414749,-0.003249312,-0.739097951,1.364249903
4,23,0.051321318,0.164550232,1.821005992,-0.162579063,0.384901067,-0.062576855,0.026431952,0.148148831,-0.296057447,0.700907149,3.316062824
4,24,0.058407284,0.49422281,-1.333285187,0.254770874,1.068366615,0.272188697,0.064908198,1.141407224,-0.339682233,-1.424437382,1.777649391
4,25,0.031651231,-2.032179147,-3.273895108,0.793458683,0.210013896,0.166637349,0.629576681,0.044105836,-2.597700499,-0.687563465,10.71838917
5,1,0.019808213,0.690957174,0.86397573,-0.10123054,-0.888115637,0.089904426,0.010247622,0.788749385,-0.08746073,-0.767310356,0.746454062
5,2,0.013004147,0.644115437,1.585824723,-0.11866407,0.56168677,-0.066652038,0.014081162,0.315492028,-0.188180416,0.890736767,2.514840052
5,3,0.01219068,-1.367224204,-0.97968486,-0.344629339,-1.471566337,0.507144933,0.118769381,2.165507483,0.337628145,1.44167126,0.959782424
5,4,0.017986535,-2.332056277,-2.153710378,-0.746656266,0.030476444,-0.022755428,0.557495579,0.000928814,1.608081349,-0.065637434,4.638468391
5,5,0.134221505,2.006182828,2.268194437,-0.01516513,-0.051270196,0.000777519,0.000229981,0.002628633,-0.034397463,-0.116290773,5.144706002
5,6,0.133677371,2.181096525,0.23547024,1.079071182,1.303398605,1.406459874,1.164394616,1.698847925,0.25408915,0.306911583,0.055446234
5,7,0.017761607,-0.354879071,-1.247646568,-0.149306981,1.491149039,-0.222638962,0.022292575,2.223525458,0.186282343,-1.860426981,1.556621958
5,8,0.002349724,-0.985671054,-0.226820136,0.975456759,-0.875994163,-0.854494426,0.951515888,0.767365773,-0.221253235,0.198693115,0.051447374
5,9,0.01260542,-1.74217817,-1.385274548,0.331207806,-1.818483672,-0.602295987,0.109698611,3.306882866,-0.458813743,2.519099147,1.918985573
5,10,0.013018183,-1.773270513,-1.855569041,-0.064154878,0.168134317,-0.010786637,0.004115848,0.028269149,0.119043806,-0.311984833,3.443136466
5,11,0.023188936,0.037325465,1.535122247,-0.05774098,-1.089025486,0.062881398,0.003334021,1.18597651,-0.088639462,-1.671787252,2.356600313
5,12,0.011211509,0.277269862,1.416317826,0.383152266,-0.481024139,-0.184305489,0.146805659,0.231384222,0.542665384,-0.681283063,2.005956184
5,13,0.030100329,0.634343493,-0.036931555,0.703742158,-0.76776804,-0.540310737,0.495253025,0.589467763,-0.025990292,0.028354867,0.00136394
5,14,0.009390898,1.01594671,0.775328474,0.550841572,0.994730104,0.547938694,0.303426437,0.989487979,0.427083155,0.771242573,0.601134242
5,15,0.00609399,0.04415715,0.684884898,-0.788067263,0.422591363,-0.333030419,0.621050012,0.17858346,-0.539735367,0.289426443,0.469067324
5,16,0.009900213,-0.689849308,-0.0188661,-0.61024739,-1.619411651,0.988241734,0.372401877,2.622494094,0.011512988,0.030551982,0.00035593
5,17,0.27236213,-0.149354721,2.307024332,-1.300492405,-1.037602172,1.349393744,1.691280496,1.076618268,-3.000267622,-2.393773458,5.322361267
